,x,y
0,0.002506265664160401,0.9872190645844575
1,0.005012531328320802,1.1800713910871785
2,0.0075187969924812035,0.6868463120002617
3,0.010025062656641605,1.0511784352689513
4,0.012531328320802006,1.0852308782003817
5,0.015037593984962407,0.9575210197455699
6,0.01754385964912281,0.7980887235482066
7,0.02005012531328321,1.0905142270798187
8,0.02255639097744361,0.6439696551498172
9,0.025062656641604012,0.41584232317734593
10,0.027568922305764413,0.5552169756444408
11,0.030075187969924814,0.5811793859018854
12,0.03258145363408522,0.36619007071817344
13,0.03508771929824562,0.24501826639619176
14,0.03759398496240602,0.11094207195020493
15,0.04010025062656642,0.2928305335098945
16,0.04260651629072682,0.1651876463716345
17,0.04511278195488722,-0.3219691332597846
18,0.04761904761904762,0.07719629003984935
19,0.050125313283208024,-1.2421606897509152
20,0.052631578947368425,-0.07581034521208752
21,0.055137844611528826,-0.2948950544260903
22,0.05764411027568923,-0.5664355304757074
23,0.06015037593984963,-0.6414092499160087
24,0.06265664160401004,-0.9863292969126496
25,0.06516290726817044,-0.35724988771784033
26,0.06766917293233084,-0.94044739261398
27,0.07017543859649124,-0.30844977000596585
28,0.07268170426065164,-1.13763996121143
29,0.07518796992481204,-1.5960960673443165
30,0.07769423558897244,-1.4007463071538753
31,0.08020050125313284,-1.0648337471523048
32,0.08270676691729324,-1.287385046486272
33,0.08521303258145364,-1.469487358907386
34,0.08771929824561404,-1.0680036000348887
35,0.09022556390977444,-1.3954605205706994
36,0.09273182957393485,-1.1576009498964073
37,0.09523809523809525,-1.2298441919807097
38,0.09774436090225565,-0.7614830871722654
39,0.10025062656641605,-0.8721456791350366
40,0.10275689223057645,-0.837844632903336
41,0.10526315789473685,0.02141210131480742
42,0.10776942355889725,-0.2244855120930329
43,0.11027568922305765,-0.5298619540903046
44,0.11278195488721805,-0.17408240004977477
45,0.11528822055137845,-0.31302332271383465
46,0.11779448621553885,-0.31874728017295817
47,0.12030075187969926,0.34695193333724295
48,0.12280701754385967,-0.609497905750529
49,0.12531328320802007,0.5581196827791481
50,0.12781954887218047,0.12321534426160863
51,0.13032581453634087,0.3753598818444162
52,0.13283208020050127,0.357835760088763
53,0.13533834586466167,0.178712325569345
54,0.13784461152882208,0.7950426119726502
55,0.14035087719298248,0.5174655720708343
56,0.14285714285714288,1.084943458404577
57,0.14536340852130328,1.162053340355167
58,0.14786967418546368,0.42152308542390177
59,0.15037593984962408,1.0289168919727687
60,0.15288220551378448,0.5918551980263687
61,0.15538847117794488,1.053266274662579
62,0.15789473684210528,1.0601419175616857
63,0.16040100250626568,1.2725647875559296
64,0.16290726817042608,1.2483889879627716
65,0.16541353383458648,1.1957266921341936
66,0.16791979949874689,1.482729973427108
67,0.1704260651629073,1.0013817959123545
68,0.1729323308270677,0.5860519903120927
69,0.1754385964912281,0.8560655651319242
70,0.1779448621553885,1.1983922081007634
71,0.1804511278195489,1.3413294196895624
72,0.1829573934837093,0.6920650015811027
73,0.1854636591478697,0.6517549472155669
74,0.1879699248120301,0.5206293423502726
75,0.1904761904761905,0.2683849790410186
76,0.1929824561403509,0.5657036995024175
77,0.1954887218045113,0.6327034491662604
78,0.1979949874686717,0.6106232975569703
79,0.2005012531328321,0.30694839364093235
80,0.2030075187969925,-0.023733788515218457
81,0.2055137844611529,0.16289015239524943
82,0.2080200501253133,0.18838645584905053
83,0.2105263157894737,-0.504382386242743
84,0.2130325814536341,-0.6444160594727164
85,0.2155388471177945,-0.5793998993989814
86,0.2180451127819549,0.22108146455442468
87,0.2205513784461153,-0.19848850122132855
88,0.2230576441102757,-0.8414888404535225
89,0.2255639097744361,-0.292957557763927
90,0.2280701754385965,-0.342018595752055
91,0.2305764411027569,-0.3820359367872808
92,0.2330827067669173,-0.8410083040371957
93,0.2355889724310777,-0.7888682102047979
94,0.2380952380952381,-0.5950870155936849
95,0.2406015037593985,-1.4194852460823395
96,0.24310776942355894,-1.1966378134542373
97,0.24561403508771934,-1.1861368388692353
98,0.24812030075187974,-1.084331269203339
99,0.25062656641604014,-1.1935882139161476
100,0.25313283208020054,-0.6733837982255946
101,0.25563909774436094,-0.6017888025456057
102,0.25814536340852134,-0.3618898305011886
103,0.26065162907268175,-1.0834419754220483
104,0.26315789473684215,-1.1105374872265348
105,0.26566416040100255,-0.8648128656116363
106,0.26817042606516295,-0.9666117058958162
107,0.27067669172932335,-0.5673049265517799
108,0.27318295739348375,-0.35054899619170216
109,0.27568922305764415,-0.8353731397270894
110,0.27819548872180455,-0.1806381113609143
111,0.28070175438596495,-0.6654354068974989
112,0.28320802005012535,-0.7625089383257715
113,0.28571428571428575,-0.6256616586849546
114,0.28822055137844615,-0.18425774963816385
115,0.29072681704260656,0.10806710981183582
116,0.29323308270676696,0.30446662608178565
117,0.29573934837092736,0.06733220498903233
118,0.29824561403508776,0.4722337235921672
119,0.30075187969924816,0.7785556502658078
120,0.30325814536340856,0.7924914591991473
121,0.30576441102756896,0.7065679612174329
122,0.30827067669172936,0.30908067929742605
123,0.31077694235588976,0.22168329886690408
124,0.31328320802005016,0.6852811697479227
125,0.31578947368421056,0.8360071378683648
126,0.31829573934837097,0.8174308119602256
127,0.32080200501253137,0.8453788652043566
128,0.32330827067669177,1.0418833137963361
129,0.32581453634085217,0.9429763815977411
130,0.32832080200501257,0.8040870295180281
131,0.33082706766917297,1.0382328955431732
132,0.33333333333333337,1.1458747493644958
133,0.33583959899749377,0.7410118371831904
134,0.33834586466165417,0.9564172103500881
135,0.3408521303258146,1.1400861769822694
136,0.343358395989975,1.596343243538247
137,0.3458646616541354,0.43122793196490217
138,0.3483709273182958,1.1165890958417202
139,0.3508771929824562,0.7260856017689659
140,0.3533834586466166,1.0749066023457354
141,0.355889724310777,0.6984813100909365
142,0.3583959899749374,0.4596544374257906
143,0.3609022556390978,0.43526183412048225
144,0.3634085213032582,0.6757612552012466
145,0.3659147869674186,-0.1549144672067957
146,0.368421052631579,-0.3908008203025368
147,0.3709273182957394,0.23405385464493011
148,0.3734335839598998,-0.12453227016960682
149,0.3759398496240602,-0.3867748865341701
150,0.3784461152882206,-0.3854183700545973
151,0.380952380952381,-0.3677781795324813
152,0.3834586466165414,-0.21834960144249388
153,0.3859649122807018,-0.4209153216840385
154,0.3884711779448622,-0.06275493847412833
155,0.3909774436090226,-0.4361569860066151
156,0.393483709273183,-0.7027188203660796
157,0.3959899749373434,-0.6992437918568739
158,0.3984962406015038,-0.3184379052496614
159,0.4010025062656642,-0.8666904681693751
160,0.4035087719298246,-0.8430356293407778
161,0.406015037593985,-0.9624985737940576
162,0.4085213032581454,-1.3433456082554394
163,0.4110275689223058,-1.2519329297934085
164,0.4135338345864662,-0.7174560117249924
165,0.4160401002506266,-1.247177977570975
166,0.418546365914787,-1.4109358788149295
167,0.4210526315789474,-0.7335319466295667
168,0.4235588972431078,-1.299004712324192
169,0.4260651629072682,-0.6497332463419575
